months_as_customer,age,policy_number,policy_bind_date,policy_state,policy_csl,policy_deductable,policy_annual_premium,umbrella_limit,insured_zip,insured_sex,insured_education_level,insured_occupation,insured_hobbies,insured_relationship,capital-gains,capital-loss,incident_date,incident_type,collision_type,incident_severity,authorities_contacted,incident_state,incident_city,incident_location,incident_hour_of_the_day,number_of_vehicles_involved,property_damage,bodily_injuries,witnesses,police_report_available,total_claim_amount,injury_claim,property_claim,vehicle_claim,auto_make,auto_model,auto_year,fraud_reported,years_as_customer,total_claims
194,39,627540,2010-05-21,OH,500/1000,1000,1489.24,6000000,608335,FEMALE,JD,other-service,kayaking,wife,0.0,-45000,2015-01-24,Vehicle Theft,Not Specified,Minor Damage,None,SC,Springfield,7877 Sky Lane,15,1,YES,2,2,YES,8060.0,1240.0,1240.0,5580,Saab,95,2004,N,16.0,8060.0
227,38,279422,2013-10-27,OH,500/1000,500,976.67,0,471600,FEMALE,PhD,handlers-cleaners,polo,unmarried,0.0,0,2015-01-21,Single Vehicle Collision,Rear Collision,Major Damage,Fire,SC,Northbrook,6530 Weaver Ave,16,1,Not specified,1,2,Not specified,72200.0,14440.0,7220.0,50540,BMW,M5,2013,Y,19.0,72200.0
137,31,484200,1994-10-12,OH,250/500,2000,1340.43,0,441175,MALE,High School,exec-managerial,paintball,husband,52700.0,-40600,2015-02-19,Multi-vehicle Collision,Side Collision,Minor Damage,Ambulance,NC,Arlington,3087 Oak Hwy,6,3,NO,1,2,NO,50800.0,10160.0,10160.0,30480,Accura,MDX,2005,N,11.0,50800.0
78,29,694662,2011-02-15,IL,250/500,1000,1234.2,6000000,457767,MALE,Masters,other-service,bungie-jumping,other-relative,0.0,0,2015-01-29,Vehicle Theft,Not Specified,Minor Damage,Police,NY,Northbrook,5124 Maple St,3,1,YES,2,2,NO,7500.0,750.0,1500.0,5250,Nissan,Maxima,2002,N,6.0,7500.0
200,35,960680,1994-08-21,IN,250/500,2000,1318.06,0,618498,MALE,High School,exec-managerial,video-games,wife,57300.0,-80600,2015-01-19,Vehicle Theft,Not Specified,Trivial Damage,None,VA,Hillsdale,2333 Maple Lane,13,1,NO,0,3,YES,6490.0,1180.0,1180.0,4130,Volkswagen,Jetta,2002,N,17.0,6490.0
284,48,498140,1997-05-15,IN,500/1000,2000,769.95,0,605486,MALE,Masters,prof-specialty,movies,not-in-family,0.0,-44200,2015-01-19,Multi-vehicle Collision,Side Collision,Major Damage,Ambulance,NY,Hillsdale,1012 5th Lane,16,2,Not specified,2,3,NO,60940.0,5540.0,11080.0,44320,Audi,A3,2013,Y,24.0,60940.0
275,41,498875,1996-10-26,OH,100/300,2000,1514.72,0,617970,MALE,High School,transport-moving,board-games,own-child,35700.0,0,2015-02-02,Multi-vehicle Collision,Front Collision,Major Damage,Fire,NY,Northbrook,7477 MLK Drive,13,3,YES,0,1,Not specified,58300.0,5830.0,11660.0,40810,Suburu,Legacy,2007,N,23.0,58300.0
153,34,798177,2006-03-04,IL,500/1000,1000,873.64,4000000,432934,FEMALE,Associate,priv-house-serv,yachting,husband,800.0,0,2015-01-30,Multi-vehicle Collision,Front Collision,Minor Damage,Other,SC,Columbus,9489 3rd St,9,3,NO,2,1,Not specified,68400.0,11400.0,11400.0,45600,Ford,F150,2007,N,13.0,68400.0
134,32,614763,1991-01-02,IL,500/1000,500,1612.43,0,456762,FEMALE,MD,other-service,yachting,own-child,36400.0,0,2015-01-08,Single Vehicle Collision,Side Collision,Total Loss,Fire,VA,Springfield,2087 Apache Ave,2,1,Not specified,2,1,YES,64240.0,11680.0,11680.0,40880,BMW,3 Series,2015,N,11.0,64240.0
31,36,679370,1999-08-15,IL,500/1000,2000,1318.24,9000000,601748,FEMALE,College,prof-specialty,kayaking,not-in-family,0.0,-78600,2015-01-30,Parked Car,Not Specified,Trivial Damage,None,WV,Arlington,5540 Sky St,9,1,NO,0,1,YES,4700.0,940.0,470.0,3290,Dodge,Neon,2002,N,3.0,4700.0
41,25,958857,1992-01-15,IN,100/300,1000,1226.83,0,607763,FEMALE,College,exec-managerial,exercise,not-in-family,0.0,-56100,2015-01-07,Multi-vehicle Collision,Side Collision,Major Damage,Other,SC,Columbus,7238 2nd St,12,3,YES,2,0,Not specified,45120.0,0.0,5640.0,39480,Accura,MDX,2011,Y,3.0,45120.0
127,29,686816,1999-12-07,OH,250/500,2000,1326.44,5000000,436973,FEMALE,High School,sales,board-games,own-child,0.0,0,2015-02-24,Multi-vehicle Collision,Front Collision,Total Loss,Fire,SC,Arlington,8442 Britain Hwy,12,2,YES,1,1,Not specified,66950.0,10300.0,10300.0,46350,Saab,93,1995,N,11.0,66950.0
61,23,127754,1993-06-06,IL,250/500,2000,1136.83,4000000,471300,FEMALE,Associate,tech-support,exercise,own-child,0.0,-62400,2015-02-02,Single Vehicle Collision,Side Collision,Major Damage,Police,NY,Columbus,1331 Britain Hwy,14,1,NO,0,3,Not specified,98340.0,8940.0,17880.0,71520,Honda,Accord,2004,Y,5.0,98340.0
207,42,918629,2000-10-03,IL,250/500,2000,1322.78,0,453277,MALE,PhD,farming-fishing,yachting,own-child,55200.0,0,2015-02-28,Parked Car,Not Specified,Trivial Damage,None,WV,Springfield,5260 Francis Drive,9,1,NO,0,1,NO,5900.0,590.0,590.0,4720,BMW,X5,2007,N,17.0,5900.0
219,43,731450,2010-12-29,IN,100/300,1000,1483.25,0,465100,FEMALE,MD,exec-managerial,exercise,not-in-family,90700.0,-20800,2015-02-09,Multi-vehicle Collision,Front Collision,Major Damage,Ambulance,NC,Riverwood,1135 Solo Lane,3,3,NO,1,1,Not specified,70680.0,5890.0,11780.0,53010,Ford,Fusion,2009,N,18.0,70680.0
271,42,307447,1990-03-17,IL,100/300,500,1515.3,0,603248,FEMALE,High School,machine-op-inspct,hiking,not-in-family,0.0,0,2015-01-19,Multi-vehicle Collision,Rear Collision,Total Loss,Ambulance,SC,Northbend,9737 Solo Hwy,21,3,NO,1,0,NO,93720.0,17040.0,8520.0,68160,Mercedes,ML350,2005,N,23.0,93720.0
80,25,992145,2012-03-01,IL,100/300,2000,1075.18,5000000,601112,FEMALE,PhD,armed-forces,exercise,husband,67700.0,-58400,2015-02-21,Vehicle Theft,Not Specified,Minor Damage,None,OH,Northbrook,3289 Britain Drive,5,1,NO,2,0,YES,6930.0,1260.0,630.0,5040,Toyota,Highlander,2001,N,7.0,6930.0
325,47,900628,2006-02-05,IN,500/1000,1000,1690.27,0,438830,FEMALE,Associate,protective-serv,hiking,not-in-family,61500.0,0,2015-01-14,Single Vehicle Collision,Side Collision,Major Damage,Fire,VA,Springfield,6550 Andromedia St,11,1,YES,0,3,NO,72930.0,6630.0,6630.0,59670,Dodge,RAM,2006,Y,27.0,72930.0
29,25,235220,2014-11-01,IL,250/500,2000,1352.83,0,464959,MALE,Masters,farming-fishing,skydiving,own-child,0.0,-71700,2015-01-22,Multi-vehicle Collision,Rear Collision,Minor Damage,Other,SC,Hillsdale,1679 2nd Hwy,4,4,YES,1,2,YES,64890.0,7210.0,7210.0,50470,Nissan,Pathfinder,2013,Y,2.0,64890.0
295,48,740019,2009-06-17,OH,250/500,1000,1148.73,0,439787,FEMALE,College,machine-op-inspct,kayaking,wife,0.0,0,2015-02-22,Parked Car,Not Specified,Trivial Damage,None,WV,Columbus,3998 Flute St,6,1,Not specified,1,2,YES,5400.0,900.0,900.0,3600,Saab,95,1999,N,25.0,5400.0
239,42,246882,1999-09-20,IL,100/300,1000,969.5,0,464839,MALE,College,exec-managerial,reading,not-in-family,0.0,0,2015-01-26,Vehicle Theft,Not Specified,Trivial Damage,None,NC,Northbrook,2430 MLK Ave,10,1,NO,0,0,Not specified,5600.0,700.0,700.0,4200,Audi,A3,2007,N,20.0,5600.0
269,41,797613,1990-10-19,IN,100/300,500,1463.82,0,448984,FEMALE,College,protective-serv,yachting,not-in-family,0.0,-72300,2015-01-24,Single Vehicle Collision,Rear Collision,Minor Damage,Police,SC,Northbend,7717 Britain Hwy,23,1,YES,0,0,Not specified,79300.0,15860.0,15860.0,47580,Saab,92x,2007,N,22.0,79300.0
80,27,193442,1996-08-05,IL,100/300,1000,1474.17,0,440327,FEMALE,College,tech-support,exercise,unmarried,0.0,0,2015-02-19,Single Vehicle Collision,Side Collision,Major Damage,Police,WV,Northbend,7773 Tree Hwy,13,1,YES,1,0,YES,52800.0,10560.0,5280.0,36960,Saab,95,2004,N,7.0,52800.0
279,41,389238,2001-06-06,IL,250/500,500,1497.35,0,460742,FEMALE,JD,prof-specialty,bungie-jumping,husband,37300.0,-31700,2015-01-29,Multi-vehicle Collision,Front Collision,Minor Damage,Fire,NC,Northbrook,2199 Texas Drive,16,3,Not specified,2,3,NO,28800.0,0.0,3600.0,25200,Ford,Fusion,2013,N,23.0,28800.0
165,33,760179,2007-03-25,OH,100/300,1000,1427.14,0,446895,FEMALE,Associate,tech-support,kayaking,other-relative,35300.0,-58100,2015-02-15,Parked Car,Not Specified,Minor Damage,Police,WV,Northbend,1028 Sky Lane,3,1,NO,1,1,NO,2970.0,330.0,330.0,2310,Toyota,Highlander,2008,N,14.0,2970.0
350,54,939905,2013-10-31,OH,500/1000,500,1495.1,0,609374,MALE,College,other-service,basketball,wife,50500.0,0,2015-02-12,Multi-vehicle Collision,Side Collision,Total Loss,Police,SC,Northbend,4154 Lincoln Hwy,15,3,NO,0,0,Not specified,93480.0,15580.0,7790.0,70110,Chevrolet,Malibu,2014,N,29.0,93480.0
295,49,872814,1992-06-13,IL,100/300,500,1141.62,0,451672,MALE,College,prof-specialty,kayaking,husband,34300.0,-24300,2015-01-01,Vehicle Theft,Not Specified,Minor Damage,None,WV,Columbus,8085 Andromedia St,4,1,YES,1,3,YES,4320.0,480.0,480.0,3360,Mercedes,E400,2002,N,25.0,4320.0
464,61,632627,1990-10-07,OH,500/1000,1000,1125.37,0,604450,FEMALE,Associate,prof-specialty,basketball,husband,0.0,-56400,2015-01-13,Multi-vehicle Collision,Rear Collision,Major Damage,Police,VA,Northbend,4793 4th Ridge,6,3,Not specified,0,2,YES,79800.0,6650.0,19950.0,53200,Saab,95,2000,Y,39.0,79800.0
118,28,283414,1991-12-28,IN,500/1000,2000,1207.36,0,432896,FEMALE,High School,handlers-cleaners,camping,own-child,0.0,-57000,2015-03-01,Multi-vehicle Collision,Front Collision,Major Damage,Ambulance,WV,Columbus,7428 Sky Hwy,22,2,NO,1,0,Not specified,74200.0,7420.0,14840.0,51940,Volkswagen,Passat,1997,N,10.0,74200.0
298,47,163161,1998-11-11,IL,500/1000,2000,1338.5,0,618929,FEMALE,PhD,machine-op-inspct,basketball,other-relative,28800.0,0,2015-02-02,Single Vehicle Collision,Front Collision,Major Damage,Fire,NY,Northbrook,2306 5th Lane,1,1,Not specified,0,0,Not specified,,10860.0,10860.0,48870,Saab,93,2000,Y,25.0,70590.0
87,31,853360,2009-06-26,IN,500/1000,1000,1074.07,0,451312,FEMALE,Masters,sales,chess,husband,0.0,-47500,2015-01-27,Multi-vehicle Collision,Rear Collision,Major Damage,Fire,NY,Springfield,3052 Weaver Ridge,16,3,NO,0,3,YES,60940.0,5540.0,11080.0,44320,Nissan,Ultima,2006,Y,7.0,60940.0
261,42,776860,2009-01-11,OH,250/500,500,1337.56,0,605141,FEMALE,College,prof-specialty,video-games,unmarried,0.0,0,2015-01-12,Single Vehicle Collision,Rear Collision,Minor Damage,Police,SC,Riverwood,5211 Weaver Drive,18,1,Not specified,1,2,YES,74700.0,7470.0,14940.0,52290,Dodge,RAM,2010,N,22.0,74700.0
453,60,149367,2003-03-18,IN,100/300,500,1298.91,6000000,459504,MALE,PhD,craft-repair,dancing,unmarried,52600.0,-38800,2015-01-06,Single Vehicle Collision,Front Collision,Major Damage,Fire,NC,Springfield,7253 MLK St,0,1,YES,0,0,Not specified,70000.0,14000.0,7000.0,49000,Ford,F150,2015,Y,38.0,70000.0
210,41,395269,2012-11-02,IL,500/1000,500,1222.75,0,432781,MALE,High School,exec-managerial,polo,other-relative,0.0,-41000,2015-01-30,Multi-vehicle Collision,Rear Collision,Total Loss,Other,,Columbus,1454 5th Ridge,12,3,Not specified,2,0,NO,81070.0,14740.0,14740.0,51590,BMW,X5,2001,N,18.0,81070.0
168,32,981123,2000-05-04,IN,100/300,1000,1059.52,0,452748,MALE,MD,protective-serv,camping,own-child,0.0,-40600,2015-03-01,Multi-vehicle Collision,Side Collision,Major Damage,Other,VA,Hillsdale,5622 Best Ridge,13,2,Not specified,1,1,Not specified,57720.0,14430.0,9620.0,33670,Saab,93,2007,N,14.0,57720.0
390,51,143626,1999-09-29,OH,250/500,2000,1124.38,0,618316,MALE,Associate,armed-forces,reading,other-relative,0.0,0,2015-02-24,Vehicle Theft,Not Specified,Minor Damage,None,VA,Northbrook,4574 Britain Hwy,9,1,YES,1,1,YES,7080.0,1180.0,1180.0,4720,Ford,F150,2001,N,32.0,7080.0
258,46,648397,1999-03-09,IN,100/300,1000,1110.37,10000000,455365,MALE,MD,machine-op-inspct,hiking,other-relative,34400.0,-56800,2015-01-24,Multi-vehicle Collision,Side Collision,Total Loss,Other,NY,Riverwood,4539 Texas St,14,3,NO,0,1,Not specified,47700.0,4770.0,9540.0,33390,Accura,MDX,1997,Y,22.0,47700.0
107,31,154982,1991-02-13,IL,500/1000,2000,1374.22,0,470603,FEMALE,PhD,machine-op-inspct,bungie-jumping,other-relative,62000.0,-63100,2015-02-26,Single Vehicle Collision,Rear Collision,Minor Damage,Police,SC,Hillsdale,8118 Elm Ridge,16,1,NO,0,3,NO,51260.0,9320.0,9320.0,32620,Suburu,Legacy,2002,N,9.0,51260.0
225,41,330591,1993-08-05,OH,500/1000,2000,1103.58,0,475292,MALE,High School,exec-managerial,exercise,unmarried,41200.0,-36200,2015-01-19,Multi-vehicle Collision,Side Collision,Major Damage,Police,NY,Northbend,3814 Britain Drive,20,3,Not specified,2,2,NO,70400.0,6400.0,12800.0,51200,Toyota,Highlander,2011,Y,19.0,70400.0
164,38,319232,1997-10-31,IL,250/500,2000,1269.76,0,467743,FEMALE,PhD,transport-moving,yachting,not-in-family,44300.0,0,2015-01-17,Single Vehicle Collision,Rear Collision,Minor Damage,Fire,NY,Hillsdale,4614 MLK Ave,4,1,NO,1,3,YES,90000.0,18000.0,9000.0,63000,Ford,Fusion,2015,N,14.0,90000.0
245,39,531640,2001-04-21,OH,250/500,500,964.79,8000000,460675,FEMALE,Associate,adm-clerical,camping,husband,58000.0,0,2015-02-20,Multi-vehicle Collision,Rear Collision,Minor Damage,Police,NY,Arlington,1628 Best Drive,7,3,Not specified,0,1,Not specified,72820.0,13240.0,6620.0,52960,BMW,3 Series,2010,N,20.0,72820.0
255,41,368050,2013-01-08,IL,500/1000,2000,1167.3,4000000,618123,MALE,High School,priv-house-serv,board-games,other-relative,0.0,0,2015-02-22,Single Vehicle Collision,Side Collision,Minor Damage,Fire,SC,Hillsdale,8381 Solo Hwy,22,1,NO,2,0,Not specified,69300.0,13860.0,13860.0,41580,Volkswagen,Passat,2000,N,21.0,69300.0
206,36,253791,2009-07-23,IL,500/1000,500,1625.45,4000000,607452,FEMALE,MD,other-service,video-games,other-relative,0.0,-53700,2015-01-23,Single Vehicle Collision,Front Collision,Major Damage,,NY,Northbrook,2100 MLK St,11,1,NO,2,1,NO,76560.0,12760.0,12760.0,51040,Ford,Fusion,2008,Y,17.0,76560.0
203,38,155724,1998-02-20,IL,250/500,500,1394.43,0,606352,FEMALE,Masters,other-service,skydiving,not-in-family,0.0,0,2015-01-31,Single Vehicle Collision,Front Collision,Major Damage,Ambulance,VA,Columbus,5071 Flute Ridge,7,1,Not specified,0,1,YES,55440.0,0.0,6160.0,49280,Nissan,Maxima,1999,Y,17.0,55440.0
22,25,824540,2008-03-13,OH,250/500,2000,1053.24,0,603527,FEMALE,College,prof-specialty,movies,other-relative,51100.0,0,2015-01-05,Multi-vehicle Collision,Front Collision,Total Loss,Other,NC,Arlington,7551 Britain Lane,0,4,YES,1,0,NO,77130.0,8570.0,17140.0,51420,Accura,MDX,1995,N,2.0,77130.0
211,35,717392,1996-08-20,IL,100/300,500,1040.75,0,445601,FEMALE,JD,prof-specialty,paintball,not-in-family,0.0,0,2015-02-03,Single Vehicle Collision,Rear Collision,Total Loss,Ambulance,WV,Northbend,2275 Best Lane,1,1,YES,1,1,Not specified,42000.0,7000.0,7000.0,28000,BMW,X5,2011,N,18.0,42000.0
206,39,965768,2014-07-27,IN,250/500,1000,1302.4,6000000,603948,MALE,JD,craft-repair,dancing,unmarried,47200.0,-69700,2015-02-17,Multi-vehicle Collision,Rear Collision,Total Loss,Ambulance,NY,Hillsdale,1598 3rd Drive,12,3,NO,2,3,YES,36300.0,3300.0,9900.0,23100,Ford,Escape,2013,N,17.0,36300.0
166,38,414779,1992-11-09,IL,100/300,2000,1588.55,0,435758,MALE,MD,protective-serv,video-games,unmarried,59600.0,-32100,2015-01-09,Single Vehicle Collision,Side Collision,Total Loss,Other,WV,Columbus,7740 MLK St,8,1,NO,0,0,Not specified,40320.0,5760.0,5760.0,28800,Suburu,Impreza,2001,N,14.0,40320.0
165,32,428230,2012-06-04,IN,500/1000,500,1399.26,0,611586,FEMALE,High School,tech-support,exercise,own-child,70500.0,0,2015-02-08,Parked Car,Not Specified,Minor Damage,Police,PA,Northbrook,1240 Tree Lane,9,1,Not specified,2,0,Not specified,3960.0,330.0,660.0,2970,BMW,M5,1998,N,14.0,3960.0
274,43,517240,2001-05-13,OH,100/300,2000,1352.31,0,465263,MALE,College,farming-fishing,basketball,wife,40700.0,-47300,2015-02-06,Single Vehicle Collision,Front Collision,Major Damage,Fire,NY,Northbend,8983 Francis Ridge,22,1,YES,0,3,YES,63840.0,10640.0,10640.0,42560,BMW,X5,2006,Y,23.0,63840.0
81,28,469874,2011-09-17,IL,250/500,1000,1139.0,6000000,617858,FEMALE,Masters,sales,sleeping,husband,42400.0,0,2015-01-14,Multi-vehicle Collision,Front Collision,Major Damage,Fire,SC,Northbend,7756 Solo Drive,0,3,Not specified,1,2,Not specified,44730.0,4970.0,4970.0,34790,Saab,92x,2000,Y,7.0,44730.0
280,45,718428,2011-07-15,IN,250/500,1000,1397.67,0,607889,MALE,JD,machine-op-inspct,camping,wife,57900.0,0,2015-01-22,Multi-vehicle Collision,Front Collision,Minor Damage,Other,NY,Arlington,9034 Weaver Ridge,0,3,YES,1,2,NO,84720.0,14120.0,14120.0,56480,Ford,Escape,1999,N,23.0,84720.0
194,39,620215,2005-07-27,IN,250/500,500,823.17,0,455689,MALE,Masters,adm-clerical,paintball,own-child,0.0,0,2015-02-23,Multi-vehicle Collision,Front Collision,Major Damage,Other,WV,Columbus,1126 Texas Hwy,3,3,Not specified,2,2,NO,61500.0,6150.0,12300.0,43050,Dodge,RAM,2012,N,16.0,61500.0
112,27,618659,2005-10-18,OH,100/300,500,965.13,0,450341,FEMALE,Masters,tech-support,exercise,unmarried,60000.0,-54800,2015-02-22,Multi-vehicle Collision,Front Collision,Major Damage,Ambulance,NC,Arlington,2808 Elm St,21,3,Not specified,0,1,Not specified,51000.0,8500.0,8500.0,34000,Nissan,Pathfinder,2013,N,9.0,51000.0
24,33,649082,1996-01-19,IL,500/1000,1000,1922.84,0,431277,FEMALE,High School,machine-op-inspct,skydiving,wife,0.0,-45200,2015-01-24,Single Vehicle Collision,Side Collision,Total Loss,Police,WV,Northbend,5061 Francis Ave,0,1,Not specified,2,1,NO,46800.0,4680.0,9360.0,32760,Jeep,Wrangler,2002,N,2.0,46800.0
93,32,437573,2005-09-29,OH,250/500,2000,1624.82,0,454656,MALE,PhD,exec-managerial,basketball,unmarried,65300.0,-65600,2015-02-09,Single Vehicle Collision,Side Collision,Minor Damage,Ambulance,WV,Northbend,4965 MLK Drive,16,1,Not specified,1,1,Not specified,78120.0,17360.0,8680.0,52080,BMW,3 Series,2006,N,8.0,78120.0
171,34,964657,1997-02-18,IN,250/500,2000,1277.25,0,605169,FEMALE,College,exec-managerial,yachting,other-relative,84900.0,0,2015-01-19,Single Vehicle Collision,Rear Collision,Major Damage,Police,NY,Springfield,8668 Flute St,14,1,NO,1,2,Not specified,69200.0,13840.0,6920.0,48440,Volkswagen,Passat,1996,Y,14.0,69200.0
200,40,932502,2010-05-11,IL,100/300,1000,1439.34,0,444822,FEMALE,High School,sales,exercise,other-relative,45300.0,-20400,2015-01-01,Vehicle Theft,Not Specified,Minor Damage,Police,VA,Riverwood,2577 Washington Drive,9,1,Not specified,0,0,NO,3690.0,410.0,410.0,2870,Ford,Escape,2015,N,17.0,3690.0
120,28,434507,2009-02-06,IL,250/500,1000,1281.27,0,447442,FEMALE,PhD,tech-support,golf,not-in-family,68900.0,0,2015-01-07,Multi-vehicle Collision,Rear Collision,Minor Damage,Fire,SC,Springfield,7709 Rock Lane,9,3,NO,0,3,Not specified,65500.0,6550.0,6550.0,52400,BMW,X5,2010,N,10.0,65500.0
325,46,935277,2013-07-09,IL,500/1000,500,1348.83,0,474360,FEMALE,High School,prof-specialty,basketball,wife,46300.0,-77500,2015-02-01,Multi-vehicle Collision,Rear Collision,Minor Damage,Fire,NC,Springfield,9358 Texas Ridge,21,3,Not specified,1,2,YES,76120.0,13840.0,6920.0,55360,Toyota,Camry,1999,N,27.0,76120.0
124,32,756054,1992-06-06,IL,250/500,1000,1198.15,0,447925,FEMALE,MD,other-service,hiking,not-in-family,0.0,-43200,2015-02-21,Multi-vehicle Collision,Front Collision,Total Loss,Other,VA,Springfield,8080 Oak Lane,19,3,NO,0,2,YES,73560.0,12260.0,12260.0,49040,BMW,X5,1995,N,10.0,73560.0
211,35,682387,1998-03-08,OH,100/300,2000,1221.22,0,451586,MALE,Masters,machine-op-inspct,camping,other-relative,76000.0,0,2015-01-21,Single Vehicle Collision,Rear Collision,Total Loss,Police,NY,Northbend,6408 Weaver Ridge,2,1,YES,0,1,Not specified,52030.0,9460.0,4730.0,37840,Mercedes,E400,2008,N,18.0,52030.0
287,41,456604,2004-03-29,IL,500/1000,2000,968.74,0,477519,MALE,Masters,transport-moving,video-games,wife,0.0,-49000,2015-01-19,Vehicle Theft,Not Specified,Trivial Damage,None,SC,Northbrook,5532 Weaver Ridge,9,1,Not specified,2,3,Not specified,5170.0,470.0,940.0,3760,Suburu,Forrestor,2001,N,24.0,5170.0
122,34,139872,2006-06-01,IN,250/500,1000,1220.71,0,603639,MALE,PhD,machine-op-inspct,video-games,own-child,58600.0,-28700,2015-02-27,Parked Car,Not Specified,Minor Damage,None,SC,Northbend,9101 2nd Hwy,5,1,Not specified,2,1,YES,8190.0,1890.0,1260.0,5040,Chevrolet,Silverado,2013,N,10.0,8190.0
22,29,354105,1994-06-08,IN,250/500,2000,1238.62,6000000,463993,MALE,MD,exec-managerial,yachting,other-relative,0.0,-56200,2015-02-14,Single Vehicle Collision,Rear Collision,Major Damage,Ambulance,SC,Springfield,8576 Andromedia St,14,1,Not specified,2,3,Not specified,70800.0,7080.0,14160.0,49560,Accura,MDX,2012,Y,2.0,70800.0
106,31,165485,1998-02-12,IL,500/1000,2000,1320.75,0,441491,FEMALE,JD,farming-fishing,video-games,wife,54100.0,0,2015-02-01,Multi-vehicle Collision,Rear Collision,Total Loss,Police,WV,Springfield,6315 2nd Lane,20,3,Not specified,0,3,YES,45630.0,5070.0,5070.0,35490,Accura,MDX,2011,N,9.0,45630.0
398,58,515050,2000-11-16,OH,100/300,500,990.98,0,469429,FEMALE,Associate,exec-managerial,cross-fit,wife,0.0,-57900,2015-02-02,Single Vehicle Collision,Front Collision,Major Damage,Police,NC,Northbrook,1536 Flute Drive,18,1,YES,2,1,Not specified,99320.0,7640.0,15280.0,76400,Accura,TL,2002,Y,33.0,99320.0
214,41,795686,2004-10-24,IL,500/1000,500,1398.51,4000000,472214,MALE,Masters,tech-support,polo,not-in-family,0.0,-57100,2015-02-01,Multi-vehicle Collision,Side Collision,Major Damage,Fire,NC,Northbend,4672 MLK St,13,3,Not specified,2,0,NO,64000.0,12800.0,6400.0,44800,BMW,X6,1996,Y,18.0,64000.0
209,38,395983,2009-11-08,OH,100/300,500,1355.08,0,614945,FEMALE,MD,other-service,golf,other-relative,58100.0,0,2015-01-19,Single Vehicle Collision,Front Collision,Minor Damage,Fire,WV,Northbrook,2204 Washington Lane,21,1,Not specified,1,1,Not specified,47300.0,4730.0,4730.0,37840,Nissan,Pathfinder,2014,N,17.0,47300.0
82,27,119513,1996-09-21,IL,100/300,1000,1384.51,0,476727,MALE,PhD,adm-clerical,reading,not-in-family,13100.0,-38200,2015-02-18,Single Vehicle Collision,Rear Collision,Major Damage,Other,SC,Springfield,9484 Pine Drive,14,1,NO,2,3,Not specified,71680.0,8960.0,8960.0,53760,Volkswagen,Jetta,2007,Y,7.0,71680.0
193,41,217938,1995-07-16,OH,250/500,500,847.03,0,438555,FEMALE,JD,craft-repair,skydiving,not-in-family,0.0,0,2015-02-08,Single Vehicle Collision,Side Collision,Major Damage,Other,SC,Springfield,5431 3rd Ridge,1,1,Not specified,1,0,YES,112320.0,17280.0,17280.0,77760,Suburu,Impreza,2011,Y,16.0,112320.0
134,32,203914,2001-06-09,OH,100/300,1000,1000.06,0,440961,FEMALE,PhD,farming-fishing,base-jumping,wife,0.0,0,2015-01-09,Single Vehicle Collision,Side Collision,Total Loss,Other,NY,Columbus,7121 Britain Drive,17,1,Not specified,1,0,Not specified,82720.0,7520.0,15040.0,60160,Audi,A3,2014,N,11.0,82720.0
288,45,565157,2002-10-06,IL,100/300,1000,1046.71,0,616714,MALE,Masters,priv-house-serv,polo,husband,0.0,0,2015-02-27,Multi-vehicle Collision,Rear Collision,Major Damage,Fire,NC,Hillsdale,8586 1st Ridge,4,3,Not specified,2,1,Not specified,48060.0,10680.0,5340.0,32040,Mercedes,C300,2009,N,24.0,48060.0
